firm,ndc_firm_id
"SHENZHEN LINGFANG BIOTECH CO., LTD.",84449
"GUANGDONG BEATING ORIGIN REGENERATIVE MEDICINE CO., LTD.",85279
Fujian Medical University,75543
"AVADIM HEALTH IP, INC.",61594
JF Pharma Tech LLC,77595
"BEIJING DYNE HIGH-TECH PEDIATRIC PHARMACEUTICAL R&D INSTITUTE CO., LTD.",71073
"SHANDONG DYNE MARINE BIOPHARMACEUTICAL CO., LTD",82061
SHANGHAI RUIHUKANG PHARMACEUTICAL PARTNERSHIP (LIMITED PARTNERSHIP),73557
ZEVRA DENMARK A/S,70040
INDIAN INSTITUTE OF TECHNOLOGY HYDERABAD (IITH),60980
"Arcadia Medicine, Inc.",71990
"858 THERAPEUTICS, INC.",79952
"SHANGHAI MABGEEK BIOTECH. CO., LTD.",73557
Seton Hall University,13925
Bausch + Lomb Ireland Limited,00187
Chengdu Kanghong Biotechnologies Co. Ltd.,82432
TIANJIN HAIRUNJAHE INNOVATIVE PHARMACEUTICAL RESEARCH LIMITED LIABILITY COMPANY,33217
"PURE GREEN PHARMACEUTICALS, INC.",71355
NEW SOUTH WALES HEALTH PATHOLOGY,51400
SHANGHAI YUANXI MEDICINE CORP.,73557
PHOENIX PHARMACEUTICALS AUSTRALIA PTY LTD,60913
"NEXTGEN BIOSCIENCE CO., LTD.",79672
Boston Scientific Medical Device Limited,72628
"Ningbo Combireg Pharmaceutical Technology Co., Ltd.",47993
"ZHEJIANG HANMAI PHARMACEUTICAL TECHNOLOGY CO., LTD.",70412
"WESTLAKE PHARMACEUTICALS (HANGZHOU) CO., LTD.",82895
Shanghai Benemae Pharmaceutical,73557
"Nanjing Institute of Environmental Sciences, MEE",87125
HEALTH HOPE PHARMA LIMITED,84992
Texas Southern University,85811
"GUANGDONG XINGHAI BIOTECHNOLOGY CO., LTD.",85279
GUANGDONG XINGHAI INSTITUTE OF CELL,85279
SHENZHEN BAY LABORATORY,84449
HUNAN SIWEIKANG THERAPEUTICS CO. LTD,84273
NAE WOI KOREA LTD.,73391
Institute of Microbiology. Guangdong Academy of Sciences(Guangdong Detection Center of Microbiology),55330
EMERGENT TRAVEL HEALTH INC.,64678
"Shanghai Innostellar Biotherapeutics Co., Ltd.",73557
"NANJING GENSCRIPT BIOTECH CO., LTD.",87125
Eötvös Loránd University,60215
"SHANDONG MEIMAO PHARMACEUTICAL CO., LTD.",82061
"SHANDONG GUANTIANXIA BIOTECHNOLOGY CO., LTD.",82061
"MEYER BIO-MEDICINE CO., LTD.",47632
"Beijing Greatway Pharmaceutical Technology Co., Ltd.",71073
"AMS Therapeutics, LLC",79952
Cambridge Allergy Limited,52422
HANGZHOU NORMAL UNIVERSITY,72823
"HANGZHOU ZHONGMEIHUADONG PHARMACEUTICAL CO., LTD.",72823
University of New Hampshire,60215
"VB JAPAN TECHNOLOGY CO., LTD.",87130
ARAMIS BIOTECHNOLOGIES INC.,42472
"Omega Therapeutics, Inc.",51048
"SHANGHAI YUNYING BIOPHARMACEUTICAL TECHNOLOGY CO., LTD.",73557
GUANGDONG MEDICAL UNIVERSITY,85279
"CALI BIOSCIENCES US, LLC",85298
Fennec Pharn ceuticals Inc.,73077
"HANGZHOU YIRUI PHARMACEUTICAL TECHNOLOGY CO., LTD",72823
"BEIJING LUZHU BIOTECHNOLOGY CO., LTD.",71073
B. Braun Melsungen AG,00264
"ZHUHAI YUFAN BIOTECHNOLOGIES CO., LTD.",83513
Allergan Pharmaceuticals Therapeutics International Limited,00023
UNIVERSITY OF BRADFORD,60215
"SINGULAR IMMUNE, INC.",83035
"CHENGDU SHIBEIKANG BIOMEDICAL TECHNOLOGY CO., LTD.",82432
"K2B Therapeutics, Inc.",79952
"Adaptive Phage Therapeutics, Inc.",72779
CALLIDITAS THERAPEUTICS SUISSE SA,81749
"CHENGDU HUITAI BIOMEDICINE CO., LTD.",82432
"GUANGZHOU EEC BIOTECH DEVELOPMENT CO., LTD.",84148
"D3 BIO (WUXI) CO., LTD.",65050
ARCHER-DANIELS-MIDLAND COMPANY,79016
NANJING BAIXINYU PHARMACEUTICAL CO. LTD.,87125
China Resources Biopharmaceutical Company Limited,76305
"ST PHI THERAPEUTICS CO., LTD.",79952
UNIVERSITY OF SOUTH CAROLINA and MU,60215
"Hou Chi Chemical Co., Ltd.",63146
"Rain Scientific, Inc.",79662
PI INDUSTRIES LTD.,85954
"SHANGHAI FUDAN-ZHANGJIANG BIO-PHARMACEUTICAL CO., LTD.",73557
Solventum Intellectual Properties Company,17518
"Bliss Biopharmaceutical (Hangzhou) Co., Ltd.",85712
University of Debrecen,60215
"Beijing Friendship Hospital, Capital Medical University",71073
"KOLMAR BNH CO., LTD",49354
Power Seed Comércio e Representações Ltda,85282
Guangdong Ocean University,85279
"Biosciences, Inc.",83100
Food Industry Research and Development Institute,56131
Pfizer Ireland Pharmaceuticals,00013
Dynamic Biologics Inc.,75638
"I Peace, Inc.",71494
SHANGHAI INSTITUTE OF ENDOCRINE AND METABOLIC DISEASES,73557
"Shanghai Genbase Biotechnology Co., Ltd.",73557
"HUMAN METABOLOMICS INSTITUTE, INC.",71356
YUNNAN HAOPY PHARMACEUTICALS LTD,61658
Shanghai Cell Therapy Research Institute,73557
"Shanghai Cell Therapy Group Co., Ltd.",73557
Jerome Canady Research Institute for Advanced Bio,50564
Shanghai Hope-Tec Biotechnology Inc.,73557
London School of Hygiene & Tropical Medicine and UCL Business LTD,80860
HEALTH AND BIOTECH FRANCE (H & B FRANCE),84992
"Zhejiang Genfleet Therapeutics Co., Ltd.",70412
"Precision Pharmaceuticals, Inc.",68094
"SHANDONG HUBBLE KISEN BIOLOGICAL TECHNONLOGY CO., LTD.",82061
"SMITH GENETICS RESEAR CH, LLC",11043
International N&H Denmark ApS,50633
"Spirit Scientific Co., LTD.",68210
"INSTITUTE OF MEDICAL BIOLOGY, CHINESE ACADEMY OF MEDICAL SCIENCES",55330
"SHANGHAI EPIMAB BIOTHERAPEUTICS CO., LTD.",73557
Jazz Pharmaceuticals Research UK Limited,68727
UNIVERSITY OF WINNIPEG,60215
"Chengdu Youwa Biotechnology Co., Ltd.",82432
P.L. THOMAS-LAILA NUTRACEUTICALS,85118
"The United States of America, as represented by the Department of Health and Human Services",58733
"Astellas Engineered Small Molecules US, Incorporated",00469
COVALENT BIOSCIENCE INCORPORATED,82724
"D-10 Therapeutics, Inc.",79952
TWO TO BIOTECH LTD.,81309
Beijing Genomics Institute at Shenzhen,71073
"Clear Creek Bio, Inc.",85299
"APPLIED STEMCELL, INC.",81425
Henan University,85244
IR SCIENTIFIC INC.,69113
4B TECHNOLOGIES (SUZHOU) LIMITED,80324
"Beijing SIG Biopharmaceutical Technology Co., Ltd.",71073
INSTITUTE OF OPHTHALMOLOGY AFFILIATED TO SHANDONG FIRST MEDICAL UNIVERSITY (SHANDONG INSTITUTE OF OPHTHALMO,55330
NEXUS BIO-DRUG DEVELOPMENT LIMITED,14789
"Acerus Pharmaceuticals USA, LLC",42667
"GUANGZHOU HEALTHQUEST PHARMA CO., LTD.",84148
Giant Bio Technology Inc.,56194
SUN YAT-SEN UNIVERSITY CANCER CENTER (SYSUCC),60215
"RISE THERAPEUTICS, LLC",84980
SANO CHEMICALS,80216
Dona J LLC,44356
"SHENZHEN JIKANG PHARMACEUTICAL TECHNOLOGY CO., LTD",84449
National Institutes for Quantum Science and Technology,82076
"Fuzhou Tcelltech Biotechnology Co., Ltd.",84952
Massachusetts Institution of Technology,76318
West Liberty University,65008
B-Organic Films Corp.,70957
"DR.C MEDICAL MEDICINE CO., LTD.",62137
SÉRÉLYS PHARMA S.A.M.,31720
Theragnostics Limited,71083
Tiger Biotherapeutics Inc.,69484
"JIANGSU QYUNS THERAPEUTICS CO., LTD.",77573
"Taizhou Mabtech Pharmaceutical Co., Ltd.",71310
"ZHUHAI TUOYU BIOTECHNOLOGY CO., LTD.",83513
"SHANGHAI GRIT BIOTECHNOLOGY CO., LTD.",73557
"SHENZHEN GRIT BIOTECHNOLOGY CO., LTD.",84449
High Point University,72753
Bill & Melinda Gates Medical Research Institute,52698
"SHENZHEN PREGENE BIOPHARMA CO., LTD.",84449
"General Probiotics, Inc.",21220
NABRIVA THERAPEUTICS GMBH,72000
Cook Myosite Incorporated,62046
SICHUAN ACADEMY OF SCIENCES OF TRADITIONAL CHINESE MEDICINE,87215
"CHANGSHA ZEDA MEDICAL TECH CO., LTD",83887
SHENZHEN RENTAI PHARMATECH LTD.,84449
VERB BIOTICS,84607
L'Oreal S.A.,49967
GUANGZHOU N BIOMED LTD.,84148
FRED HUTCHINSON RESEARCH CENTER,55315
Rayner Intraocular Lenses Limited,82604
Cal Poly Corporation,50991
"NINGBO T-MAXIMUM BIOPHARMACEUTICALS CO., LTD.",47993
"Guangdong Jianersheng Pharmaceutical Technology Co., Ltd.",85279
NOVELTY NOBILITY INC.,83336
SCIENCE FARM LTD.,84804
SHANGHAI LEADO PHARMATECH CO. LTD.,73557
THE MEDICAL RESEARCH INFRASTRUCTURE AND HEAL SERVICED FUND OF THE TEL AVIV MEDECAL CENTER,62137
INSTITUTE OF RADIATION MEDICINE CHINESE ACADEMY OF MEDICAL SCIENCES,55330
"Shanghai RAAS Blood Products Co., Ltd.",73557
"Institute of Blood Transfusion, Chinese Academy of Medical Sciences",55330
"SUNGEN BIOSCIENCE CO., LTD.",70625
Immedica Pharma AB,81583
ONE HEALTH VENTURES LTD,84992
"PRIME MERGER SUB, LLC",72188
DKD INTERNATIONAL PRODUCTION JOINT STOCK COMPANY,50633
BEIJING FORESTRY UNIVERSITY,71073
"Hangzhou BIBAU Biotechnology Co., Ltd.",72823
"NANJING SHUNXIN PHARMACEUTICAL CO., LTD.",87125
Beijing Institute of Technology,71073
"Hangzhou PhecdaMed Co., Ltd.",72823
"SAFETY SHOT, INC.",79401
"Natural Extraction Systems, LLC",84181
DRUG DISCOVERY AND CLINIC S.R.L.,70985
The University Court Of tThe University of Glasgow,60215
CHONGQING PRECISION BIOTECH COMPANY LIMITED,85751
Shenzhen Kangning Hospital (Shenzhen Mental Health Institute Shenzhen Mental Health Center),84449
"Beijing Percans Oncology Co., Ltd.",71073
SCILEX HOLDING COMPANY,69557
STATE INSTITUTION INSTITUTE OF PHARMACOLOGY AND TOXICOLOGY OF NATIONAL ACADEMY MEDICAL SCIENCES OF UKRAINE,62481
"Guangdong CS-Lewwin Drug Research Co., Ltd.",85279
"Guangdong Lewwin Pharmaceutical Research Institute Co., Ltd.",85279
IRP HEALTH PTY LTD,84992
Jiangxi University of Chinese Medicine,83778
"SHANGHAI CHEERMORE BIOLOGICAL TECHNOLOGY CO., LTD",73557
"SHENZHEN CHINA RESOURCES JIUCHUANG MEDICAL AND PHARMACEUTICAL CO., LTD",84449
GH RESEARCH IRELAND LIMITED,52654
Indian Association for the Cultivation of Science,60980
SHANGHAI APEIRON THERAPEUTICS COMPANY LIMITED,73557
Millicent Pharma Limited,72495
"BEIJING YISHENG BIOTECHNOLOGY CO., LTD.",71073
TAO PHARMACEUTICAL (SUZHOU) CO. LTD,62211
"KING FAISAL UNIVERSITY AL-AHSA, SAUDIA ARABIA",57955
"SHANGHAI MICURX PHARMACEUTICAL CO., LTD",73557
"B.A.I. Laboratories, LLC",70188
"Harmony Biosciences Management, Inc.",72028
UIC Group of Kyung Hee University,49687
"Ascension Medical Biotechnology Co., Ltd.",59190
"GUANGZHOU MAGPIE PHARMACEUTICALS CO., LTD.",84148
"HANGZHOU HUIBO SCIENCE AND TECHNOLOGY CO., LTD",72823
"Beijing Kanova Biopharmaceutical Co., Ltd.",71073
"BEIJING MEIKANG GENO-IMMUNE BIOTECHNOLOGY CO., LTD.",71073
"SHANGHAI DIMAIHE BIOTECHNOLOGY CO., LTD.",73557
"GUANGZHOU CENTURY CLINICAL RESEARCH CO., LTD",84148
BEIJING UNIVERSITY OF CHINESE MEDICINE,71073
Henan University of Chinese Medicine,85244
"DR HEALTHCARE ESPAÑA, S.L.",71093
LWP Life Water Prevention SRL,84890
"HANGZHOU HIGHLIGHTLL PHARMACEUTICAL CO., LTD.",72823
THE UNIVERSITY OF NEW BRUNSWICK UNIVERSITÉ DE MONCTON,60215
"GUANGZHOU LIUSHUN BIOTECHNOLOGY CO., LTD.",84148
"BEIJING BEIKEHUAXIA BIO-MEDICAL TECHNOLOGY CO., LTD.",71073
"NFS IP Holdings, LLC",58048
"Guangzhou Morui Pharmaceutical Technology Co., Ltd.",84148
INSTITUTE FOR STEM CELL SCIENCE AND REGENERATIVE MEDICINE,55330
"ZHEJIANG RUIJIAMEI BIOTECH CO., LTD.",70412
"Healthy Ingredient Solutions, LLC",83363
FUTURE UNIVERSITY IN EGYPT,85678
"JIANGSU SHENERYANG HIGH-SCIENCE AND TECHNOLOGY CO., LTD.",77573
PPM BIOPHARMA LLC,61476
NANJING TECH UNIVERSITY,87125
"Singular Genomics Systems, Inc.",83035
WUHAN HEALTHGEN BIOTECHNOLOGY CORP,72845
NATIONAL UNIVERSITY CORPORATION SHIGA UNIVERSITY OF MEDICAL SCIENCE,82076
THE CGP LAB LIMITED,69662
"Sparrow Pharmaceuticals, Inc.",85891
NATIONAL FEDERATION OF AGRICULTURAL COOPERATIVE ASSOCIATIONS,82076
Hubei University of Chinese Medicine,82996
WUHAN HUMANWELL INNOVATIVE DRUG RESEARCH AND DEVELOPMENT CENTER LIMITED COMPANY,72845
BEIJING MIGRASOME THERAPEUTICS LIMITED,71073
"Guangzhou Nanxin Pharmaceutical Co., Ltd.",84148
RISE BIOPHARMACEUTICALS INC.,84980
Viatris Asia Pacific Ptd. Ltd.,00037
CHENGDU OLYMVAX BIOPHARMACEUTICALS INC.,82432
Baker Heart and Diabetes Research Institute.,76102
THE FIRST HOSPITAL OF CHINA MEDICAL UNIVERSITY,53117
"ACADEMY OF MILITARY MEDICAL SCIENCES, ACADEMY OF MILITARY SCIENCES OF CHINESE PLA",59054
BEIJING JIUYU ONCOLGY CO LTD,71073
The United States Government represented byt The United States Department of Veterans Affairs,58733
University of Shanghai for Science and Technology,60215
"I20 THERAPEUTICS, INC.",79952
PRECISION MOLECULAR INC.,68094
HANGZHOU ZEDE PHARMA-TECH CO. LTD.,72823
BEIJING MARINO BIOTECHNOLOGY PTY LTD.,71073
SHANGHAI PUBLIC HEALTH CLINICAL CENTER,73557
"MT RESEARCH, LLC",52654
"GUANGZHOU BAIYUNSHAN PHARMACEUTICAL HOLDINGS CO., LTD. BAIYUNSHAN PHARMACEUTICAL GENERAL FACTORY",84148
"FOSHAN IONOVA BIOTHERAPEUTICS CO., INC.",69159
"ZHEJIANG QINGRONG BIOTECHNOLOGY DEVELOPMENT CO., LTD",70412
CREATIVE MEDICAL DIETS LTD.,82660
"SHANDONG NICE HEALTH TECHNOLOGY CO., LTD.",82061
"Shanghai Yizhe Biotechnology Co., Ltd.",73557
"SHENZHEN CELL INSPIRE PHARMACEUTICAL DEVELOPMENT CO., LTD.",84449
HUNAN YUANPIN CELL TECHNOLOGY CO. LTD.,84273
"SHENZHEN YING BIOPHARMACEUTICAL CO., LTD",84449
"PURE CULTURES, INC.",71355
University of Jeddah,60215
"SHENZHEN FORWARD PHARMACEUTICALS CO., LTD.",84449
SHANGHAI YUANSONG BIOTECHNOLOGY CO. LTD.,73557
Mitsubishi Chemical Corporation,70510
AGRICULTURAL SCIENCES LIMITED,83933
University of the Republic,60215
ENDO BIOLOGICS LIMITED,00254
"Hangzhou Jitai Pharmaceutical Technology Co., Ltd.",72823
"Beijing Increase Innovative Drug Co., LTD",71073
"BEIJING NORTHLAND BIOTECH CO., LTD.",71073
"Guangdong Runhe Biotechnology Co., Ltd",85279
"SHENZHEN JINGTAI TECHNOLOGY CO., LTD",84449
I.COM MEDICAL GMBH,62137
"NINGBO EISEN LIFE TECHNOLOGY CO., LTD.",47993
International Liverstock Research Institute (ILRI),50633
"SYNERGY LIFE SCIENCE, Inc",83279
"GUANGZHOU XIN-CHUANGYI BIOPHARMACEUTICAL CO., LTD",84148
K&K BIOTECH,81309
Food and Drug Administration,56131
RHT LIMITED,69662
"EVOFEM BIOSCIENCES, INC.",69751
IIT Research Institute,52654
NATIONAL INSTITUTE OF TECHNOLOGY ROURKELA,82076
INSTITUTE OF BASIC MEDICAL SCIENCES,55330
"Hainan Yiling Medical Industry & Development Co., Ltd.",14335
"A-Alpha Bio, Inc.",69335
"Bio Ventures, LLC",68678
The University of The West Indies,60215
University Public Corporation Osaka,60215
Zhejiang Gongshang University,70412
McNeil AB,12830
SHANGHAI OCEAN UNIVERSITY,73557
"Advanced Respiratory Technologies, Inc.",69488
"BEIJING CENTRE BIOLOGY CO., LTD",71073
"Henan Zhiwei Biomedicine Co., Ltd.",85244
"SHANGHAI XINGYE PHARMACEUTICAL TECHNOLOGY CO., LTD",73557
"INSTITUTE OF HEALTH AND MEDICINE, HEFEI COMPREHENSIVE NATIONAL SCIENCE CENTER",55330
UNIVERSITY OF SOUTH ALABAMA FOUNDATION FOR RESEARCH AND COMMERCIALIZATION,60215
"UIF (University Industry Foundation), Yonsei University",60215
"Astellas Gene Therapies, Inc.",00469
"GUANGZHOU IMD THERAPEUTICS CO., LTD.",84148
"Hubei Zhuzhao Biotechnology Co., Ltd.",82996
CHANGSHA LVYE BIOTECHNOLOGY CO. LTD,83887
"DALE BIOTECH, LLC",53452
"MSI-195 HOLDINGS, LLC",58048
Ferring Microbiome Inc.,55566
Endo Operations Limited,00254
THE PENN STATE RESEARCH FOUNDATION UNIVERSITY,69125
"Paragon Therapeutics, Inc.",42702
MOUNT SPEC INVESTMENTS PTY LTD,67465
Fera Diagnostics and Biologicals Corp.,48102
"SHENZHEN OPTIMUM BIOLOGICAL TECHNOLOGY CO., LTD",84449
"SURFACE OPHTHALMICS, INC.",72344
SHENZHEN PROFOUND VIEW PHARMACEUTICAL TECHNOLOGY,84449
"NEXTGEN BIOLOGICS, INC.",79672
"WUXI LIFE FOUNTAIN BIOTECH CO., LTD",65050
"Shanghai Fosun Pharmaceutical Industrial Development Co, , Ltd.",73557
"CHENGDU CYNOGEN BIO-PHARMACEUTICAL TECHNOLOGY CO., LTD.",82432
Akron BioProducts LLC,71399
"Shandong Boan Biotechnology Co., Ltd.",82061
Jiangsu AoSaiKang Ph,77573
HRY Z (Shanghai) Biotech Co.,73557
HRY Z (Guangzhou) Biotech Co.,84148
"King's Ground Biotech Co., Ltd.",57955
SUMMIT (OXFORD) LIMITED,43674
"Shenzhen Linglan Bio-Pharmaceutical Technology Co., Ltd",84449
"HAINAN SIMCERE PHARMACEUTICAL CO., LTD.",14335
INSTITUTE OF SCIENCE TOKYO,55330
SG MEDICAL INC.,62137
Healing Genes LLC,61077
"Panacea Venture Healthcare Fund I, LP",43817
"SHANGHAI BAO PHARMACEUTICALS CO., LTD.",73557
Performance Chemicals LLC,51042
"NANJING MUCOSA TECH CO., LTD.",87125
SHENZHEN ALPHA BIOPHARMACEUTICAL CO. LTD.,84449
"DOCTOR TJ CO., LTD",73666
"NATIONAL UNIVERSITY CORPORATION, IWATE UNIVERSITY",82076
"Beijing Sinotau Bio-Pharmaceuticals Technology Co., Ltd.",71073
GREEN INNOVATION GMBH,61152
"JIANGSU SUZHONG PHARMACEUTICAL RESEARCH INSTITUTE CO., LTD.",77573
The United States Government,58733
Boehringer Ingelheim Veterinary Medicine Belgium,00597
"Beijing Hengmei Jinye Nutrition and Health Technology Co., Ltd.",71073
"Zhejiang Hengmei Health Technology Co., Ltd.",70412
"NATURAL ENDOTECH CO., LTD.",84181
Korea Institute of Machinery & Materials,73391
LIMITED LIABILITY COMPANY ENTERPRISE “REPER-NN”,69662
"SHANDONG XUANZHU PHARMA CO., LTD.",82061
MEMORIAL HOSPITAL FOR CANCER AND ALLIED DISEASES,42007
"Shenzhen Porshealth Bioengineering Co., Ltd.",84449
"SHENZHEN AUSA PHARMACEUTICAL CO., LTD.",84449
"SHENZHEN AUSA PHARMED CO., LTD.",84449
IBSA INSTITUT BIOCHIMIQUE SA,71858
"N1 LIFE, INC.",84890
TF Holdings LLC,58048
"Nanjing Ruijie Pharma Co., Ltd.",87125
DJ Therapeutics LLC,79952
"Applied Pharmaceutical Science, Inc.",81425
IGI Therapeutics SA,79952
John Wyeth & Brother Limited,61140
"MERCK & CO., INC.",00006
IMPERIAL CHEMICAL INDUSTRIES LIMITED,83837
Recordati S.A. Chemical and Pharmaceutical Company,52276
"KYOWA HAKKO KOGYO CO., LTD.",42747
C.E.R.P.H.A.,69778
E.R. SQUIBB & SONS. INC.,00003
Strategic Medical Research Corporation,49348
Laboratoire L. Lafon,63388
Science Union et Cie,84804
Boehringer Mannheim GmbH,00597
Henkel & Cie,54340
Takeda Chemical Industries Ltd.,00944
Laboratoire Roger Bellon,63388
"Leo Pharmaceutical Products, Ltd.",62211
"Mitsubishi Chemical Industries, Ltd.",70510
American Hospital Supply Corp.,58701
"Lilly Industries, Inc.",00002
"Sandoz Ltd., (Sandoz AG)",00185
"Science Union et Cie, Societe Francaise de Recherche Med.",84804
"Daiichi Seiyaku Co., Ltd.",65597
American Hoechst Corporation,58701
"The Lion Dentifrice Co., Ltd.",83605
"The United States of America as represented by the Department of Health, Education and Welfare",58733
"McNeil Laboratories, Inc.",12830
"Laboratorios Made, S.A.",72483
INTERNATIONAL PAPER COMPANY,50633
American Cyanamid Company,58701
"ICI United States, Inc.",58733
Standard Oil Company (Indiana),00360
"Parke, Davis & Company",00071
Standard-Messo-Duisburg Gesellschaft fur Chemietechnik mit beschrankter Haftung & Co.,00360
Henkel Kommanditgesellschaft auf Aktien,54340
THE DOW CHEMICAL COMPANY,63146
"Endo Laboratories, Inc.",00254
"May & Baker, Ltd.",76102
Pierrel SpA,45146
Merck Sharp & Dohme (I.A.) Corp.,00006
Henkel Kommanditgesellschaft auf Aktien (Henkel KGAA),54340
Novo Enzyme Corporation,00169
Johnson & Johnson GmbH,84539
The Purdue Frederick Company,59011
USV Pharmaceutical Corporation,62211
"SUMITOMO ELECTRIC INDUSTRIES, LTD.",63402
The United States of America as represented by the Secretary of State,58733
Laboratories Cassenne,70188
Leo Pharmaceutical Products Ltd. a/s (Lovens Kemiske Fabrik Produktionsaktieselskab),62211
"Novo Laboratories, Inc.",00169
Reckitt & Colman Products Limited,52031
C. M. Industries,85954
THERA Gesellschaft fur Patentverwertung mbH,82143
W. R. Grace & Co.,84803
Albert Rolland S.A.,83002
Otsuka Kagaku Yakuhin Kabushiki Kaisha,59148
"Research Institute for Medicine and Chemistry, Inc.",52654
The Lion Dentrifice Co. Ltd.,83605
Pharmacia Corporation,00009
Johnson Matthey Inc.,84539
Laboratoires Jacques Logeais,62169
THEA (Therapeutique et Applications) S.A.,82584
Newport Pharmaceuticals International,84697
Continental Pharma Incorporated,64321
"Mitsubishi Yuka Pharmaceutical Co., Ltd.",70510
Mitsubishi Petrochemical Company Limited,70510
DRACO LTD.,83019
Laboratoire Debat,63388
Diamond Shamrock Corporation,55322
National Foundation for Cancer Research,82076
Sumitomo Chemical Industries Ltd.,63402
Laboratoires OM Societe Anonyme,62169
PLC Pharmaceutical Licenses Co. Ltd.,62211
"LION GROUP, INC.",83605
Laboratorio Chimico Farmaceutico CAUSYTH S.p.A.,65131
Nippon Shoji Kaisha Ltd.,24509
MERCK PATENT GESELLSCHAFT MIT BESHRANK TER HAFTUNG,00006
"Serono Laboratories, Inc.",44087
Productos Esteve Internacional S.A.,83342
"University Patents, Inc.",60215
NATIONAL RESEARCH DEVELOPMENT CORPORATION,82076
"Thomas C. Elder, Inc.",85118
Ess-Food Eksport-Svineslagteriernes Salgsforening,56131
MPD Technology Corporation,73927
Recordati S.A.,52276
B.B.R. Boehringer Biochemia Robin S.p.A.,00597
C. H. Boehringer Sohn,00597
CDC Life Sciences Inc.,84890
Laboratoires SARGET,62169
"SS Pharmaceutical Co., Ltd.",62211
Japan Synthetic Rubber Corporation,87130
Laboratories d'Hygiene et de Dietetique,70188
"Texas Alkyls, Inc.",85811
Drug Science Foundation,70985
Les Laboratoires Meram,62169
D.D. SRL,53205
Human Oltoanyagtermelo Es Kutato Intezet,71356
Laboratorio Guidotti & C. S.p.A.,65131
"Johnson & Johnson Products, Inc.",84539
Development Finance Corporation of New Zeland,72908
Medical College of Ohio,62137
Advance Biofactures Corporation,60615
Heyl & Co.,58060
General Director of the Agency of Industrial Science and Technology,21220
"Bee Brand Medico Dental Co., Ltd.",84090
Laboratories Debat,70188
"F. R, Squibb & Sons, Inc.",00003
Sigma-Tau,84831
Ferring AB,55566
Laboratoires Chauvin-Blache,62169
"KYOWA CHEMICAL INDUSTRY CO., LTD.",42747
International Minerals & Chemical Corp.,50633
SDS Biotech Kabushiki Kaisha,81309
S.I.P.S.Y.,31720
Lilly House,00002
Institute Organicheskogo Sinteza,55330
"General Director of the Agency of Industrial Science and Technology, Seiichi Ishizaka",21220
Laboratoires Sobio S.A. of Immeuble Perisud,62169
Henkel AG & Co. KGaA,54340
The Regents of the University of Calif.,76326
Laboratoires Panmedica,62169
Laboratories Pharmedical SA,70188
Continental Pharma S.A.,64321
"University of Florida Foundation, Incorporated",60215
Institute of Organic Synthesis Academy of Sciences Latvian SSR.,55330
Sanofi S.A.,00024
"McNeil Lab, Inc.",12830
"Eisai Ci., Ltd.",62856
Pharmacia AB,00009
"Biogen, N.V.",59627
Dentsply Research and Development Corp.,66312
"Gold Bond Ice Cream, Inc.",84714
Merck Frosst Canada Ltd.,00006
"Baker Group, LLP",76102
"Laboratorios Vita, S.A.",72483
Polifarma S.p.A.,84879
Arizona State University,61973
"Belleview Pharmaceutical, Inc.",84447
"Clinical Reference Laboratory, Inc.",65919
"Baxter Travenol Laboratories, Inc.",00338
Japan Atomic Energy Research Institute,87130
Hamamatsu University School of Medicine,76376
Solco Basel AG,43547
The Medical Research Foundation of Oregon,62137
Otsuka Kagaku Kabushiki Kaisya,59148
NIPPON OIL CORPORATION,24509
Smith Kline - RIT,11043
"Matrix Pharmaceutical, Inc.",87156
Organon Teknika B. V.,78206
Sato Pharmaceutical Research Institute Ltd.,49873
Boehringer Biochemia Robin S.p.A.,00597
Wella GmbH,82157
Sumitomo Pharmaceuticals Company Limited,63402
"Nippon Petrochemicals, Co., Ltd.",24509
Nova Pharmaceutical Co.,62484
California Biotechnology Inc.,68403
"Japan Chemical Research Co., Ltd.",87130
NEWPORT CORPORATION,84697
"Merck Frosst Canada, Ind.",00006
Kyowa Hakko Kogyo K.K.,42747
"MITSUBISHI HEAVY INDUSTRIES, LTD.",70510
"La Compania Espanola De La Penicilina Y Antibioticos, S.A.",54312
Central Laboratory of the Swiss Red Cross Blood Transfusion Service,85674
D.R.O.P.I.C.,53205
Johnson Matthey PLC,84539
"Laboratorio Fides, S.A.",65131
"Laboratorios Madaus-Cerafarm, S.A.",72483
California Health Technologies,68403
"State of Oregon, acting by and through the Oregon State Board of Higher Education, acting for and on behalf of the Oregon Health Sciences University and the University of Oregon",62481
American Home Products Corp. (Del),58701
Henkel Limited,54340
Laboratoires Delagrange,62169
Boehringer Mannhelm GmbH,00597
Canadian Patents and Development Limited,54291
Bio-Technology General Corporation,73927
Novo Industri A/S,00169
Eye Research Institute of Retina Foundation,52654
"First Fidelity Bank, National Association, New Jersey",53117
Laboratoires Pharmascience,62169
Laboratoires Syntex,62169
The BOC Group Limited,49687
Squibb Corporation,00003
M.I.T. LIMITED,69662
"Laboratoires, P.O.S.",62169
Chemical Dynamics Sweden AB,63146
Alpha Therapeutic Corporation,69335
University of Alberta,60215
Biotest-Serum-Institut GmbH,83372
Laboratoires Negma,62169
Smith Kline Dauelsberg GmbH,11043
Laboratories Hoechst S/A,70188
Central Blood Laboratories Authority,85674
"501 Laboratorios Del, Dr. Esteve",72483
Bio-Tech A/S,77595
Bio Science Laboratory,84804
