firm,ndc_firm_id
SCI-CHEM INTERNATIONAL PTY LTD,63830
Omega Pharma Innovation and Development NV,51048
"JOHN M. AGEE AND KAREN K. AGEE, TRUSTEES OF THE JOHN M. AGEE TRUST",61140
"The Henry M. Jackson Foundation for the Advancement of Miltary Medicine, Inc.",00404
THE UNITED STATES OF AMERICA DEPT. OF VETERANS AFFAIRS,58733
"Laser Spine Institute, LLC",16477
"The United States of America National Institutes of Health (NIH), U.S. Dept of Health and Human Services (DHHS)",58733
SUNNY PHARMTECH INC.,81738
National Institute of Health Research and Development (NIHRD)-Ministry of Health of the Republic of Indonesia,82076
Life Technologies AS,84890
"DRP Biomedical, Inc.",24562
"Flavor Liquidating (G) Corporation (new name for A. M. Todd Group, Inc.)",79671
I.E.R.F.C. EUROPEAN INSTITUTE FOR CYSTIC FIBROSIS RESEARCH,85746
"UNIVERSITY OF TWENTE, INSTITUTE FOR BIOMEDICAL AND TECHNICAL MEDICINE (MIRA)",60215
PHARMACURE HEALTH CARE AB,79643
"Beijing Fswelcome Technology Development Co., Ltd.",71073
"Shanghai Huanghai Pharmaceutical Co., Ltd.",73557
"SHANGHAI SUNDISE CHINESE MEDICINE TECHNOLOGY DEVELOPMENT CO., LTD",73557
Sy Kimball,66608
"SOUTHERN HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",61567
"Shanghai Anbison Laboratory Co., Ltd.",73557
"Chang Gung Memorial Hospital, Linkou Branch",43337
"Beijing Reciprocapharmaceuticals Co., Ltd.",71073
Lead Billion Limited,62168
"Guangzhou Consun Medicine R & D Co., Ltd.",84148
"Arizona Board of Regents, A Body Corporate Of The State Of Arizona Acting For An On Behalf Of The University of Arizona",61973
ROYAL CORNWALL HOSPITAL TRUST,68791
"CHENGDU DI'AO PHARMACEUTICAL GROUP CO., LTD.",82432
Life & Brain GmbH,84890
"Apex Therapeutics, Inc.",63479
"Fujian Institute of Research on The Structure of Matter, Chinese Academy of Sciences",75543
IPD-THERAPEUTICS B.V.,79952
"SOMERSET GROUP ENTERPRISES, INC.",70069
"MEH ASSOCIATES, INC.",82620
Saint Peter's College,72784
"SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES",51400
SP Industries LLC,85954
DNA THERAPEUTICS,79952
"LABORATORIOS OJER PHARMA, S.L.",72483
"THE UNITED STATES OF AMERICA, AS REPRESENTED BY THE SECRETARY OF THE DEPARTMENT OF HEALTH AND SERVICES",58733
"BEIJING BETTA PHARMACEUTICALS CO., LTD",71073
Shanghai Institute of Materia Medica Academy of Sciences,73557
"The United States of America,as represented by the Secretary,Department of Helath and Human Services",58733
"The United States of America, as represented by the Secretary of the Department of Health and Human Services (DHSS)",58733
"Detroit R&D, Inc.",73030
"Pax Labs, Inc.",54288
"SHANGHAI PUYI CHEMICAL CO., LTD.",73557
Mylan Labs Limited,00378
S&T GLOBAL INC.,59448
"Health Diagnostic Laboratory, Inc.",84992
"INSTITUTE OF MICROBIOLOGY OF THE ASCR, V.V.I.",55330
"INSTITUTE OF PHYSIOLOGY OF THE ASCR, V.V.I.",55330
JACKSON BRANDAO LOPES,42068
Technical University of Denmark and Rigshospitalet,77908
"Shanghai Pulmonary Hospital, Tongji University School of Medicine",73557
"THE BRIGHAM AND WOMEN'S HOSPTIAL, INC.",24450
Biogen Hemophilia Inc.,59627
"Jiangsu Hansoh Medicine Institute Co., Ltd.",77573
Jubilant Life Sciences Limited,59746
"INSTITUTE OF CHEMISTRY, CHINESE ACADEMY OF SCIENCES",55330
"GUANGZHOU PEPTIDE MEDICAL TECHNOLOGY CO., LTD.",84148
"SHANGHAI ICELL BIOTECHNOLOGY CO., LTD.",73557
"SHANGHAI UNITED STEM CELL BIOTECHNOLOGY CO., LTD.",73557
Revive Therapeutics Ltd,84798
UNIVERSITY OF KUWAIT,60215
"Beta Cat Pharmaceuticals, Inc.",67224
BEIJING WEIFENG YIMIN BIO-TECHNOLOGY LIMITED COMPANY,71073
"LABORATORIOS OVEJERO, S.A.",72483
GUANGDONG MEDICAL COLLEGE,85279
Laboratorios Richmond Sociedad Anónima Comercial Industrial y Financiera,72483
"Chengdu Easton Pharmaceutical Co., Ltd.",82432
"Institute of Radiation Medicine, Academy of Military Medical Sciences, People's Liberation Army of China",55330
"Hybio Pharmaceutical Co., Ltd.",14403
THE TEXAS A&M UNIVERSITY,85811
CHENGDU YIPING MEDICAL SCIENCE & TECHNOLOGY CO. LTD,82432
"Paratek Pharmaceuticals, Inc.-124418",71715
Jiangsu Kangbeide Pharmaceuticals Co. Ltd.,77573
"Johnson Living Trust dated October 26, 2011, Leonidas A. Johnson, Trustee",84539
"Anhui Biochem Bio-Pharmaceutical Co., Ltd",72030
Ascendis Pharma Growth Disorders Division A/S,73362
St. Mary's University,51531
"JIANGSU PROTELIGHT PHARMACEUTICAL & BIOTECHNOLOGY CO., LTD",77573
SUMMIT THERAPEUTICS PLC,43674
"Takeda Pharmaceuticals North America, Inc.",00944
"Jiangsu Simovay Pharmaceutical Co., Ltd.",77573
University of Rhode Island,60215
Sunny Delight Beverages Co.,81738
Kantian Sciences Corporation,57524
Georgia-Pacific Panel Products LLC,54622
SWEDISH ORPHAN BIOVITRUM INTERNATIONAL AB,66658
ORPHAN SYNERGY EUROPE-PHARMA,84381
SIGMA-TAU RESEARCH SWITZERLAND S.A.,84831
"I. OTSUKA PHARMACEUTICAL CO., LTD.",59148
LIFE SCIENCE RESEARCH INSTITUTE LTD.,84890
Nordic Labs Limited,69918
"TIANJIN XIJI BIOTECHNOLOGY CO., LTD.",33217
KEM HOLDINGS,58048
LUPIN ATLANTIS HOLDINGS SA,27437
"Ocean Spray Cranberries, Inc.",84293
"Life Science Enterprises, Inc.",84890
"Beijing Foreland Biopharma Co., Ltd.",71073
"GREEN TECH Co., Ltd",61152
"3D MEDICINES, LTD.",71705
Universal Health Network,69546
TL & GM CHEMICAL COMPANY,63146
CARDINAL HEALTH SWITZERLAND 515 GMBH,63517
"WUHAN KATYGEN PHARMACEUTICALS, INC.",72845
LABORATOIRE DE DERMO-COSMETIQUE ANIMALE (L.D.C.A) SAS,63388
"GUANGDONG TAIHE MEDICINE SCIENCE & TECHNOLOGY CO., LTD",85279
THE NIPPON DENTAL UNIVERSITY,24509
UNIVERSITY OF TENNESSEE,60215
Hunan Fangshenghuamei Medical Tech. Co. Ltd.,84273
"SHANGHAI GENECHEM CO., LTD.",73557
"SUMITOMO BAKELITE CO., LTD.",63402
PHARMACEUTICAL SOLUTIONS INDUSTRY LTD.,62211
"CHONGQING TAIHAO PHARMACEUTICAL CO., LTD.",85751
International School for Advanced Studies,50633
"VG Life Sciences, Inc.",84890
Forest Tosara Limited,81609
"PEG Biosciences, Inc.",83100
"THE FIRST AFFILIATED HOSPITAL, THIRD MILITARY UNIVERSITY, PLA",53117
The National Veterinary Institute,82076
"The United States of America, as represented by the Secretary, Department of Heath Services",58733
SWEDISH PHARMA AB,66658
"ASD THERAPEUTICS PARTNERS, LLC",79952
University of Dayton,60215
MARY'S MEDICINALS LLC,51531
The Health Concept GmbH,84992
"Sichuan Guokang Pharmaceutical Co., Ltd.",87215
"Physicians Recommended Nutriceuticals, LLC",27495
"RCP Development, Inc.",72908
Laboratorio Pablo Cassará S.R.L.,65131
"EBI Life Sciences, Inc.",84890
INSTITUTE OF TECHNOLOGY SLIGO,55330
Body Glide LLC,42281
"CHANGZHOU TARGET MEDICINE TECHNOLOGY CO., LIMITED",59050
"FORMULA XO, INC.",82086
"X-Chem, Inc.",63830
"Warner Babcock Institute for Green Chemistry, LLC",69428
OSE Pharma International SA,50633
"LZ Therapeutics, Inc.",79952
MALLINCKRODT IP,63004
RD Biomed Limited,69250
Biomed Venture S.R.L. Societa Unipersonale,69250
TONIX PHARMA HOLDINGS LIMITED (BERMUDA),70792
"Belle-Aire Frangrances, Inc.",80670
"University of California, Santa Barbara (UCSB)",60215
"SHANGHAI RIGHTHAND PHARMTECH, CO., LTD.",73557
CREATIVE THERAPEUTICS GMBH,82660
"Gilead Scineces, Inc.",55135
"High & New Technology Research Center, Henan Academy of Sciences",72753
Well Resources Inc.,66492
Institute of Advanced Study,55330
"Obagi Medical Products, Inc.",62032
JIANGXI QINGFENG PHARMACEUTICAL INC.,83778
OMEGA BIO-PHATMA (I.P.1) LTD.,51048
"ANHUI QINGYUN PHARMACEUTICAL & CHEMICAL CO., LTD.",72030
The University of Canterbury,60215
"GUANGZHOU T.K MEDICAL INSTRUMENT CO., LTD.",84148
"THE REGENTS OF THE UNIVERSITY OF CALIFORNIA, BERKE",76326
"THE STATE OF ISRAEL, MINISTRY OF AGRICULTURE & RURAL DEVELOPMENT, AGRICULTURAL RESEARCH ORGANISATION (ARO) (VOLCANI CENTER)",62481
"AMERICAN AIR FILTER COMPANY, INC.",58701
"BPV Holdings, LLC",58048
THE UNITED STATES OF AMERICA DEPARTMENT OF VETERAN AFFAIRS,58733
HAINAN UNIVERSITY,14335
Fit Biotech OY,81309
"C5-6 Technologies, Inc.",80324
UNIVERSAL BIOSYSTEMS LIMITED COMPANY (UBS LTD),69546
OBE THERAPY BIOTECHNOLOGY,71061
Cambridge University Hospitals NHS Foundation Trust,52422
WHOLE BIOME INC.,42681
St. James Associates LLC/Faber Research Series,46414
Japan Agency for Marine-Earth Science and Technology,87130
"FXS VENTURES, LLC",68678
"Beijing KBD Pharmaceuticals Co., Ltd.",71073
"BEIJING INSTITUTE OF TRANSFUSION MEDICINE, ACADEMY OF MILITARY SCIENCES",71073
"Pharmaceutical Design, LLC",62211
Ocean Research & Development GmbH,84293
WUHAN YICHENG BIOTECH. INC.,72845
Shanghai Institute of Organic Chemistry,73557
"HANGZHOU MINSHENG INSTITUTES FOR PHARMA RESEARCH CO., LTD",72823
"BEIJING XINTIANYU TECHNOLOGY DEVELOPMENT CO., LTD.",71073
"NMS TECHNOLOGIES CO., LTD.",80324
KG ACQUISITION LLC,71293
Mount Desert Island Biological Laboratory,67465
CNJ HOLDINGS INC,58048
CLARION RESEARCH GROUP,69693
INSTITUTE OF NATIONAL COLLEGES OF TECHNOLOGY,55330
UNIVERSITY OF CYPRUS,60215
"The United Sates of America, as Represented by the Department of Veterans Affairs",58733
"Jiangsu Daocheng Biotechnology Co., Ltd.",77573
"S1 BIOPHARMA, INC.",61476
CHINA 302 MILITARY HOSPITAL OF PLA,76305
"Shandong Yingdong Yinghao Biotechnology, Inc.",82061
"SHANGHAI INSTITUTE OF MATERIA MEDICA, CHINESE ACADEMY OF SCIENCES TOPHARMAN SHANDONG CO., LTD",73557
"STATE OF ISRAEL, MINISTRY OF AGRICULTURE & RURAL DEVELOPMENT, AGRICULTURE RESEARCH ORGANIZATION (ARO) (VOLCANI CENTER)",62481
University of Miami-Diabetes Research Institute,60215
Applied Genetic Technologies Corporation,81425
Shanghai Kairun Biology Medicine Limited Liability Company,73557
"Luc Therapeutics, Inc.",79952
"SHANGHAI FOSUN PHARMACEUTICAL DEVELOPMENT CO., LTD.",73557
THE FOUNDATION FOR BIOMEDICAL RESEARCH OF LA PAZ UNIVERSITY HOSPITAL (FIBHULP),85739
"KR BIOTECH CO., LTD.",81309
The Institute of Biological Resources,55330
MERCK SHAPR & DOHME CORP.,00006
"GUANGZHOU HEERSHI PHARMA DEVELOPMENT CO., LTD",84148
NATIONAL BRAIN RESEARCH CENTRE (NBRC),82076
"TIF Management, LLC",83591
"BIOMEDICAL RESEARCH MODELS, INC.",24562
Shandong Provincial Institute of Dermatology and V,82061
"Brickell Biotech, Inc.",82247
"YUNNAN MINGJINGHENGLI PHARMACEUTICAL CO., LTD.",61658
"Sanofi (China) Investment Co., Ltd. Shanghai Branch",00024
LA BioMedical Research Institute at Harbor-UCLA Medical Center,24562
University of Pennsylvania—Of the Commonwealth System of Higher Education,60215
"ARIZONA CANCER THERAPEUTICS, LLC",61973
Karo Pharma AB,84485
ZHEJIANG WANBANG PHARMACEUTICAL PLC.,70412
Ascend Biopharmaceuticals Pty Ltd.,67877
University of Stellenbosch,60215
"CAD Medical Solutions, LLC",62137
Janssen Vaccines AG,50458
Emergent Protective Products Canada ULC,64678
University of California Irvine,60215
The University of Sydney Centenary Institute of Cancer Medicine and Cell Biology,60215
SHIJIAZHUANG RAPISTEP PHARMACEUTICAL TECHNOLOGY R&D INC.,84664
NANJING BIOTICA PHARMACEUTICAL COMPANY,87125
"INTERNATIONAL CENTRE FOR DIARRHOEAL DISEASE RESEARCH, BANGLADESH (ICDDR,B)",50633
"ZHEJIANG TANZHEN BIOTECHNOLOGY CO., LTD",70412
3D GLOBAL BIOTECH INC.,59448
NANJING GENERAL HOSPITAL OF NANJING MILITARY REGION OF PLA,87125
UNIVERSITY OF SURREY,60215
"Hubei Wudang Animal Pharmaceutical Co., Ltd.",82996
TIANJIN INTERNATIONAL JOINT ACADEMY OF BIOMEDICINE,33217
BEIJING GRAGEN BIOTECHNOLOGY CO. LTD.,71073
TMB LABS LTD.,54288
"SHANGHAI TIN TSZ BIO VALLEY BIOLOGICAL ENGINEERING CO., LTD",73557
"Health Care Systems, Inc.",84992
RLS Global AB,59448
NO. 9 PEOPLE HOSPITAL AFFILIATED TO SHANGHAI JIAOTOG UNIVERSITY SCHOOL OF MEDICINE,43097
"Institute of Basic Medical Science, the Academy of Military Medical Science of the Chinese PLA",55330
Kent University,51960
Institute of Life Sciences,55330
UNIVERSITY AND AGRICULTURAL AND MECHANICAL COLLEGE,60215
"WUHAN JIUSHENGTANG BIOENGINEERING CO., LTD",72845
"Pharmaceutics International, Inc.",74157
"SHANDONG SIBANGDE PHARMACEUTICAL CO., LTD.",82061
BCR Science PLLC,84804
HY-NUTRITION,82198
"Changzhou Bio-Sheng Technology Co., LTD",59050
GOOD-IP LIMITED,73716
"Beijing Lunarsun Pharmaceutical Co., LTD.",71073
Rochester General Hospital Research Institute,59503
West Bengal State University,65008
SARAH HERZOG MEMORIAL HOSPITAL-EZRATH NASHIM,83936
LIMITED LIABILITY COMPANY “NATIONAL PHARMACEUTICAL TECHNOLOGIES”,69662
LIMITED LIABILITY COMPANY “PHARMENTERPRISES”,69662
ATHENA PHARMACEUTIQUES SAS,71511
"SHANDONG CHAO RUI SHI MEDICAL TECHNOLOGY CO., LTD",82061
Hudson Biopharma Inc.,72446
"NATIONAL INSTITUTES OF HEALTH (NIH), THE UNITED STATES OF AMERICA DEPT. OF HEALTH AND HUMAN SERVICES (DHHS).",82076
The Penn Research Foundation,69125
M2I DEVELOPMENT,72908
"SHANGHAI RIXIN BIOTECHNOLOGY CO., LTD.",73557
DSM NUTRITIONAL PRODCUTS AG,83027
PERRIGO ISRAEL PHARMACEUTICALS LTD.,00113
"HUBEI BIOLOGICAL MEDICINE INDUSTRIAL TECHNOLOGY INSTITUTE CO., LTD.",82996
"WUHAN OPTICS VALLEY HUMANWELL BIO-PHARMACEUTICAL CO., LTD.",72845
"WUHAN CHEMLIGAND BIO-PHARMACEUTICAL CO., LTD.",72845
Thc Regents of the University of California,76326
"The United Stated of America, as Represented by The Secretary, Department of Health and Human Services",58733
NAT'L INSTITUTE OF ADVANCED INDUSTRIAL SCIENCE & TECHNOLOGY,55330
"INSTITUTE OF MITOCHONDRIA SCIENCE, INC.",55330
LEAD PHARMA CEL MODELS IP B.V.,62168
"Shanghai Standard Technology Co., Ltd.",73557
"Shanghai Nature Standard R&D and Biotech Co., Ltd",73557
"Shanghai Founder Biomed R&D Co., Ltd.",73557
Acerus Pharmaceuticals SRL,42667
Cook General Biotechnology LLC,62046
OMEGA PROTEIN CORPORATION,51048
Indiana University and Technology Corporation,10578
Indian Institute of Chemical Biology,60980
"ACME SPECIALTY PRODUCTS, LLC",00924
"TOT SHANGHAI R&D CENTER CO., LTD.",73557
"Creative Trio Biotech (Beijing) Co., Ltd.",82660
"WUHAN INNAMUNE PHARMACEUTICAL CO., LTD.",72845
D & J Rosée Inc.,53205
"DONG-E E-JIAO CO., LTD.",73242
Active Fibres Limited,70039
Ipsen Biopharma Ltd.,15054
AMERICAN LIFE NATURALLY,58701
Chengdu Sourcebio Limited-Liability Company,82432
Perrigo Pharma International Designated Activity Company,00113
LIMITED LIABILITY COMPANY “NANOCOR”,69662
LIMITED LIABILITY COMPANY “URAL CENTER OF BIOPHARMACEUTICAL TECHNOLOGY”,69662
LIMITED LIABILITY COMPANY “KONSORTSIUM-PIK”,69662
PSM Healthcare Limited,71093
VA Boston Healthcare System,72628
Institute of Research in Biomedicine,55330
"BEIJING ZHIBO BIO-MEDICAL TECHNOLOGY CO., LTD",71073
SUN YAT-SEN UNIVERSITY CANCER CENTER,60215
True Health IP LLC,85520
Mercy Medical Research Institute,65868
"JIANGSU MINGMA BIOTECH CO., LTD.",77573
Laboratoire Beepratte,63388
B&A THERAPEUTICS,79952
Hebei University,77678
"Guangxi Wuzhou Pharmaceuticals (Group) Co., Ltd.",59321
WUHAN THERASOURCE BIOSCIENCES INC.,72845
FIRST LINE INDUSTRIA E COMMERCIA S/A,53117
Tennessee Board of Regents,73008
GREEN CROSS LABCELL,61152
"Innovative Trauma Care, Inc.",57362
"Shanghai Saiyuan Bio-Technology Co., Ltd.",73557
Industrial Cooperation Foundation Chonbuk University,42241
"The United State of America, as represented by the Secretary, Department of Health & Human Services",58733
THE UNIVERSITY OF ALABAMA BIRMINGHAM RESEARCH FOUNDATION,60215
"BLUEPRINT BIO, INC.",72064
THE UNITED STATES OF AMERICA AS REPRESENTED BY VETERANS AFFAIRS,58733
RAK Holdings LLC,58048
"The United States of America as represented by the Secretary of the Army, on behalf of the United States Army Medical Research Institute of Infectious Diseases",58733
Jinan Platinum Pharmatech Co. Ltd.,83988
NK-1 IP LIMITED,69662
MAGIC EPOCH HOLDINGS LIMITED,77358
"NIPPON LIGHT METAL COMPANY, LTD.",24509
SHANGHAI UNIVERSITY OF TRADITIONAL CHINESE,73557
"SICHUAN SHANZE BIOTECH CO., LTD.",87215
HUNAN SKYWORLD BIOTECHNOLOGIES CO,84273
"JIANGSU THERAVAC BIO-PHARMACEUTICAL CO., LTD.",77573
"Kv1.3 Therapeutics, Inc.",79952
University of Maryland Eastern Shore,60215
QBI ENTERPRISES LTD.,83741
THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK MEMORIAL SLOAN-KETTERING CANCER CENTER,40098
"SHENZHEN CHINA RESOURCES GOSUN PHARMACEUTICALS CO., LTD",84449
GUANGZHOU UNIVERSITY OF CHINESE MEDICINE,84148
OVER S.R.L.,84994
Sunny Wipes Pty Ltd,81738
"Best Pet Rx IP, Inc.",83220
"Beijing Hua'an Innovation Biotechnology Co., Ltd.",71073
Massachusetts Eye & Eat Infirmary,76318
"JOHN M. AGEE, TRUSTEE OF THE JOHN M. AGEE TRUST OF AUGUST 15, 1996",61140
"PKU HEALTHCARE INDUSTRY GROUP CO., LTD.",71093
Advanced Bioscience Farmacêutica LTDA,69488
KOREA BIO TECHNOLOGY ENT.,73391
"DHARMA BIOMEDICAL, LLC",53045
"TIANJIN ASYMCHEM PHARMACEUTICALS CO., LTD.",33217
FORWARD SCOUT ENTERPRISES PTY LTD,83850
University of Nordland,60215
NKT Therapeutics Inc.,79952
"Beijing Bailening Biotechnology Co., Ltd.",71073
OAK CREST INSTITUTE OF SCIENCE,84713
"North China Pharmaceutical Company., Ltd.",42887
"NANJING NATINEFY PHARMATECH CO., LTD.",87125
"WUHAN NOVAFFEY SCIENCE & TECHNOLOGY CO., LTD.",72845
"FBM THERAPEUTICS, LLC",79952
IGM BIOSCIENCES A/S,83100
"HANGZHOU YUANCHANG MEDICAL SCI-TECH CO., LTD",72823
Pu Chen,70794
LIMITED LIABILITY COMPANY “RUSSIAN PHARMACEUTICAL TECHNOLOGIES”,69662
AUGUSTA PHARMACEUTICALS INC.,55858
University of Turku,60215
"Vaccine Technologies, Incorporated",63361
"SHENZHEN YONGZE PHARMACEUTICAL CO., LTD.",84449
INNO-BEV LTD.,84988
Health Sciences North Research Institute,84992
"THE UNITED SSTATES OF AMERICA, AS REPRESENTED BY THE SECRETARY, DEPARTMENT OF HEALTH AND HUMAN SERVICES",58733
"Love Sun Body, LLC",82418
"JAPAN ECO SCIENCE CO., LTD.",87130
"SHANGHAI SUNTRONG BIOTECHNOLOGY CO., LTD.",73557
University of Waterloo,60215
THE ROYAL INSTITUTION FOR THE ADVANCEMENT OF LEARNING,68791
Wuhan Phagelux Bio-Tech Company Limited,72845
"1NTRA-CELLULAR THERAP1ES, 1NC.",72060
ABC Co S.r.l.,84990
ABCELEX TECHNOLOGIES INC.,64239
"Abide Therapeutics, Inc.",71671
Abiogen Pharma s.r.l.,59627
ABION INC.,42239
ABL BIO INC.,81016
"Abmuno Therapeutics, LLC",73153
Accural Inc.,71491
"AccuRna, Inc.",71491
"ACEA Therapeutics, Inc.",72126
"ACell, Inc.",42192
"Aciex Therapeutics, Inc.",71671
"Aclaris Therapeutics, Inc.",82605
"Actym Therapeutics, Inc.",23594
Adams Pharmaceuticals LLC,70482
"Adams Laboratories, Inc.",69747
"Adaris Therapeutics, Inc.",82605
"Ader Enterprises, Inc.",82913
"ADHERON THERAPEUTICS, INC.",47426
"ADICET THERAPEUTICS, INC.",66302
ADIMMUNE CORPORATION,83205
"Adria Laboratories, Inc.",10210
"AEGIS THERAPEUTICS, LLC",71671
"Aerie Pharmaceuticals, Inc.",82598
